MSOA21CD,Intercept,IMD,Asian,Black,Other,retailers___other,takeaway_sandwich_shop,pub_bar_nightclub,supermarkets_hypermarkets,hotel_bed_and_breakfast_guest_house,other_catering_premises,log_pop_density,local_R2,y_pred
E02000025,-2.173678800187629,-0.14239073683875011,-0.010474066702210539,-0.057515876662447285,0.5881444543224539,0.029387769124875184,-0.004468657384870442,-0.08162802639691188,0.10285918982282292,-0.0015336097185625341,-0.07473655831529677,0.483879528498023,0.3540394448112948,3.746050375461148
E02000026,1.6277288327453299,-0.18244322630802148,0.03406327427438733,-0.10578197906656106,0.6033244601777119,0.042304726811382296,0.04406064731592223,-0.08778150743559501,0.11447967379659837,-0.03879724596290157,-0.062587315415116,-0.08964560489223194,0.3701074962015463,3.13440189194339
E02000027,-7.590846574097064,-0.07609940702312173,0.0019875259394687853,0.038116677704809726,0.5185344349144796,0.02304389987269315,-0.06192742584586983,-0.07466754049443942,0.03673829571735465,0.03831447369694963,-0.08626659380473845,1.1569703449354816,0.3368941217569429,2.697356507797217
E02000028,-2.4723915794072706,-0.1664138793300581,0.013905406735379065,-0.07469896278258825,0.5745620792353542,0.030248309501924687,-0.012817035734858095,-0.08238396442410102,0.08852406184189768,0.009066033355553484,-0.07162956594437339,0.524201542321507,0.3531037775773761,3.438536508207899
E02000029,0.10151504972033898,-0.19547717280322627,0.03551353751445794,-0.1095793331561871,0.5932847037446272,0.03961300350787572,0.02301274706320744,-0.08501504566275232,0.11281722582814424,-0.013503494900292207,-0.06012592969712952,0.1286007115922383,0.36151474579606013,5.8458793046157735
E02000030,-16.366344735672556,0.05745817711537732,0.01234390108929961,0.18447016797159846,0.4841092774748834,0.031247136073782936,-0.09341446384792387,-0.04983130407152852,-0.020195809096998286,0.07455006996318604,-0.061069610512112946,1.963801257237123,0.3238739202662217,-2.853813877108168
E02000031,-2.8509595978237767,-0.2159188851684429,0.05617254806958692,-0.10320020190628615,0.5333912593377137,0.029333678440490073,-0.020843589023278125,-0.08270675470942845,0.05926474660088697,0.022753162464707655,-0.06525634658291854,0.6041261067269915,0.3527292500936808,5.226755271219637
E02000032,4.1892341181243005,-0.25536771157278465,0.12724123915516572,-0.1322247503843623,0.5075092791486321,0.057910309666007825,0.0578448904057917,-0.0918713076424692,0.05887257720460132,-0.04931983216954891,-0.059233502418073174,-0.3992382724009236,0.37565349192865904,6.9544936900036
E02000033,1.2633734248397417,-0.2863936698673256,0.1292280590093732,-0.14320096314555733,0.482556400003077,0.050435840429668526,0.03243735845768812,-0.08425223393522327,0.05911424697808475,0.00017244685283905603,-0.05112295762982842,0.011210788346970313,0.3615882911039398,6.103020488835416
E02000034,-3.193244126952334,-0.29962059249840967,0.1141986329550442,-0.144267762507455,0.4642476223254146,0.03227530648846374,-0.01658628386341944,-0.07886059531398232,0.03297456460031341,0.03800164023930838,-0.05375742431959737,0.6812420696792914,0.35118109062666913,5.463928610544782
