Middle layer Super Output Areas Code,Middle layer Super Output Areas,Age (101 categories) Code,Age (101 categories),Observation
E02000392,Hammersmith and Fulham 021,7,Aged 7 years,77
E02000392,Hammersmith and Fulham 021,8,Aged 8 years,108
E02000392,Hammersmith and Fulham 021,9,Aged 9 years,96
E02000392,Hammersmith and Fulham 021,10,Aged 10 years,101
E02000392,Hammersmith and Fulham 021,11,Aged 11 years,111
E02000392,Hammersmith and Fulham 021,12,Aged 12 years,94
E02000392,Hammersmith and Fulham 021,13,Aged 13 years,103
E02000392,Hammersmith and Fulham 021,14,Aged 14 years,81
E02000392,Hammersmith and Fulham 021,15,Aged 15 years,104
E02000392,Hammersmith and Fulham 021,16,Aged 16 years,93
E02000392,Hammersmith and Fulham 021,17,Aged 17 years,88
E02000392,Hammersmith and Fulham 021,18,Aged 18 years,80
E02000392,Hammersmith and Fulham 021,19,Aged 19 years,71
E02000392,Hammersmith and Fulham 021,20,Aged 20 years,130
E02000392,Hammersmith and Fulham 021,21,Aged 21 years,126
E02000392,Hammersmith and Fulham 021,22,Aged 22 years,162
E02000392,Hammersmith and Fulham 021,23,Aged 23 years,203
E02000392,Hammersmith and Fulham 021,24,Aged 24 years,280
E02000392,Hammersmith and Fulham 021,25,Aged 25 years,274
E02000392,Hammersmith and Fulham 021,26,Aged 26 years,276
E02000392,Hammersmith and Fulham 021,27,Aged 27 years,276
E02000392,Hammersmith and Fulham 021,28,Aged 28 years,237
E02000392,Hammersmith and Fulham 021,29,Aged 29 years,213
E02000392,Hammersmith and Fulham 021,30,Aged 30 years,219
E02000392,Hammersmith and Fulham 021,31,Aged 31 years,217
E02000392,Hammersmith and Fulham 021,32,Aged 32 years,197
E02000392,Hammersmith and Fulham 021,33,Aged 33 years,181
E02000392,Hammersmith and Fulham 021,34,Aged 34 years,189
E02000392,Hammersmith and Fulham 021,35,Aged 35 years,189
E02000392,Hammersmith and Fulham 021,36,Aged 36 years,152
E02000392,Hammersmith and Fulham 021,37,Aged 37 years,129
E02000392,Hammersmith and Fulham 021,38,Aged 38 years,153
E02000392,Hammersmith and Fulham 021,39,Aged 39 years,158
E02000392,Hammersmith and Fulham 021,40,Aged 40 years,121
E02000392,Hammersmith and Fulham 021,41,Aged 41 years,123
E02000392,Hammersmith and Fulham 021,42,Aged 42 years,131
E02000392,Hammersmith and Fulham 021,43,Aged 43 years,122
E02000392,Hammersmith and Fulham 021,44,Aged 44 years,121
E02000392,Hammersmith and Fulham 021,45,Aged 45 years,98
E02000392,Hammersmith and Fulham 021,46,Aged 46 years,112
E02000392,Hammersmith and Fulham 021,47,Aged 47 years,113
E02000392,Hammersmith and Fulham 021,48,Aged 48 years,138
E02000392,Hammersmith and Fulham 021,49,Aged 49 years,121
E02000392,Hammersmith and Fulham 021,50,Aged 50 years,145
E02000392,Hammersmith and Fulham 021,51,Aged 51 years,112
E02000392,Hammersmith and Fulham 021,52,Aged 52 years,106
E02000392,Hammersmith and Fulham 021,53,Aged 53 years,110
E02000392,Hammersmith and Fulham 021,54,Aged 54 years,130
E02000392,Hammersmith and Fulham 021,55,Aged 55 years,109
E02000392,Hammersmith and Fulham 021,56,Aged 56 years,106
E02000392,Hammersmith and Fulham 021,57,Aged 57 years,88
E02000392,Hammersmith and Fulham 021,58,Aged 58 years,97
E02000392,Hammersmith and Fulham 021,59,Aged 59 years,99
E02000392,Hammersmith and Fulham 021,60,Aged 60 years,68
E02000392,Hammersmith and Fulham 021,61,Aged 61 years,72
E02000392,Hammersmith and Fulham 021,62,Aged 62 years,57
E02000392,Hammersmith and Fulham 021,63,Aged 63 years,57
E02000392,Hammersmith and Fulham 021,64,Aged 64 years,50
E02000392,Hammersmith and Fulham 021,65,Aged 65 years,65
E02000392,Hammersmith and Fulham 021,66,Aged 66 years,56
E02000392,Hammersmith and Fulham 021,67,Aged 67 years,43
E02000392,Hammersmith and Fulham 021,68,Aged 68 years,31
E02000392,Hammersmith and Fulham 021,69,Aged 69 years,52
E02000392,Hammersmith and Fulham 021,70,Aged 70 years,48
E02000392,Hammersmith and Fulham 021,71,Aged 71 years,44
E02000392,Hammersmith and Fulham 021,72,Aged 72 years,46
E02000392,Hammersmith and Fulham 021,73,Aged 73 years,44
E02000392,Hammersmith and Fulham 021,74,Aged 74 years,37
E02000392,Hammersmith and Fulham 021,75,Aged 75 years,32
E02000392,Hammersmith and Fulham 021,76,Aged 76 years,36
E02000392,Hammersmith and Fulham 021,77,Aged 77 years,29
E02000392,Hammersmith and Fulham 021,78,Aged 78 years,25
E02000392,Hammersmith and Fulham 021,79,Aged 79 years,29
E02000392,Hammersmith and Fulham 021,80,Aged 80 years,16
E02000392,Hammersmith and Fulham 021,81,Aged 81 years,24
E02000392,Hammersmith and Fulham 021,82,Aged 82 years,17
E02000392,Hammersmith and Fulham 021,83,Aged 83 years,17
E02000392,Hammersmith and Fulham 021,84,Aged 84 years,7
E02000392,Hammersmith and Fulham 021,85,Aged 85 years,11
E02000392,Hammersmith and Fulham 021,86,Aged 86 years,11
E02000392,Hammersmith and Fulham 021,87,Aged 87 years,12
E02000392,Hammersmith and Fulham 021,88,Aged 88 years,8
E02000392,Hammersmith and Fulham 021,89,Aged 89 years,12
E02000392,Hammersmith and Fulham 021,90,Aged 90 years,12
E02000392,Hammersmith and Fulham 021,91,Aged 91 years,8
E02000392,Hammersmith and Fulham 021,92,Aged 92 years,7
E02000392,Hammersmith and Fulham 021,93,Aged 93 years,3
E02000392,Hammersmith and Fulham 021,94,Aged 94 years,1
E02000392,Hammersmith and Fulham 021,95,Aged 95 years,1
E02000392,Hammersmith and Fulham 021,96,Aged 96 years,1
E02000392,Hammersmith and Fulham 021,97,Aged 97 years,2
E02000392,Hammersmith and Fulham 021,98,Aged 98 years,0
E02000392,Hammersmith and Fulham 021,99,Aged 99 years,2
E02000392,Hammersmith and Fulham 021,100,Aged 100 years and over,0
E02000393,Hammersmith and Fulham 022,0,Aged under 1 year,80
E02000393,Hammersmith and Fulham 022,1,Aged 1 year,85
E02000393,Hammersmith and Fulham 022,2,Aged 2 years,72
E02000393,Hammersmith and Fulham 022,3,Aged 3 years,71
E02000393,Hammersmith and Fulham 022,4,Aged 4 years,72
E02000393,Hammersmith and Fulham 022,5,Aged 5 years,64
E02000393,Hammersmith and Fulham 022,6,Aged 6 years,51
E02000393,Hammersmith and Fulham 022,7,Aged 7 years,64
E02000393,Hammersmith and Fulham 022,8,Aged 8 years,66
E02000393,Hammersmith and Fulham 022,9,Aged 9 years,54
E02000393,Hammersmith and Fulham 022,10,Aged 10 years,54
E02000393,Hammersmith and Fulham 022,11,Aged 11 years,55
E02000393,Hammersmith and Fulham 022,12,Aged 12 years,49
E02000393,Hammersmith and Fulham 022,13,Aged 13 years,53
E02000393,Hammersmith and Fulham 022,14,Aged 14 years,57
E02000393,Hammersmith and Fulham 022,15,Aged 15 years,42
E02000393,Hammersmith and Fulham 022,16,Aged 16 years,50
E02000393,Hammersmith and Fulham 022,17,Aged 17 years,46
E02000393,Hammersmith and Fulham 022,18,Aged 18 years,36
E02000393,Hammersmith and Fulham 022,19,Aged 19 years,45
E02000393,Hammersmith and Fulham 022,20,Aged 20 years,61
E02000393,Hammersmith and Fulham 022,21,Aged 21 years,87
E02000393,Hammersmith and Fulham 022,22,Aged 22 years,92
E02000393,Hammersmith and Fulham 022,23,Aged 23 years,135
E02000393,Hammersmith and Fulham 022,24,Aged 24 years,172
E02000393,Hammersmith and Fulham 022,25,Aged 25 years,175
E02000393,Hammersmith and Fulham 022,26,Aged 26 years,180
E02000393,Hammersmith and Fulham 022,27,Aged 27 years,189
E02000393,Hammersmith and Fulham 022,28,Aged 28 years,191
E02000393,Hammersmith and Fulham 022,29,Aged 29 years,175
E02000393,Hammersmith and Fulham 022,30,Aged 30 years,159
E02000393,Hammersmith and Fulham 022,31,Aged 31 years,130
E02000393,Hammersmith and Fulham 022,32,Aged 32 years,135
E02000393,Hammersmith and Fulham 022,33,Aged 33 years,126
E02000393,Hammersmith and Fulham 022,34,Aged 34 years,104
E02000393,Hammersmith and Fulham 022,35,Aged 35 years,108
E02000393,Hammersmith and Fulham 022,36,Aged 36 years,117
E02000393,Hammersmith and Fulham 022,37,Aged 37 years,127
E02000393,Hammersmith and Fulham 022,38,Aged 38 years,96
E02000393,Hammersmith and Fulham 022,39,Aged 39 years,73
E02000393,Hammersmith and Fulham 022,40,Aged 40 years,88
E02000393,Hammersmith and Fulham 022,41,Aged 41 years,84
E02000393,Hammersmith and Fulham 022,42,Aged 42 years,75
E02000393,Hammersmith and Fulham 022,43,Aged 43 years,92
E02000393,Hammersmith and Fulham 022,44,Aged 44 years,79
E02000393,Hammersmith and Fulham 022,45,Aged 45 years,73
E02000393,Hammersmith and Fulham 022,46,Aged 46 years,73
E02000393,Hammersmith and Fulham 022,47,Aged 47 years,81
E02000393,Hammersmith and Fulham 022,48,Aged 48 years,84
E02000393,Hammersmith and Fulham 022,49,Aged 49 years,93
E02000393,Hammersmith and Fulham 022,50,Aged 50 years,77
E02000393,Hammersmith and Fulham 022,51,Aged 51 years,67
E02000393,Hammersmith and Fulham 022,52,Aged 52 years,58
E02000393,Hammersmith and Fulham 022,53,Aged 53 years,53
E02000393,Hammersmith and Fulham 022,54,Aged 54 years,74
E02000393,Hammersmith and Fulham 022,55,Aged 55 years,55
E02000393,Hammersmith and Fulham 022,56,Aged 56 years,60
E02000393,Hammersmith and Fulham 022,57,Aged 57 years,59
E02000393,Hammersmith and Fulham 022,58,Aged 58 years,63
E02000393,Hammersmith and Fulham 022,59,Aged 59 years,52
E02000393,Hammersmith and Fulham 022,60,Aged 60 years,38
E02000393,Hammersmith and Fulham 022,61,Aged 61 years,29
E02000393,Hammersmith and Fulham 022,62,Aged 62 years,39
E02000393,Hammersmith and Fulham 022,63,Aged 63 years,29
E02000393,Hammersmith and Fulham 022,64,Aged 64 years,29
E02000393,Hammersmith and Fulham 022,65,Aged 65 years,41
E02000393,Hammersmith and Fulham 022,66,Aged 66 years,28
E02000393,Hammersmith and Fulham 022,67,Aged 67 years,21
E02000393,Hammersmith and Fulham 022,68,Aged 68 years,32
E02000393,Hammersmith and Fulham 022,69,Aged 69 years,27
E02000393,Hammersmith and Fulham 022,70,Aged 70 years,26
E02000393,Hammersmith and Fulham 022,71,Aged 71 years,46
E02000393,Hammersmith and Fulham 022,72,Aged 72 years,27
E02000393,Hammersmith and Fulham 022,73,Aged 73 years,23
E02000393,Hammersmith and Fulham 022,74,Aged 74 years,32
E02000393,Hammersmith and Fulham 022,75,Aged 75 years,29
E02000393,Hammersmith and Fulham 022,76,Aged 76 years,22
E02000393,Hammersmith and Fulham 022,77,Aged 77 years,19
E02000393,Hammersmith and Fulham 022,78,Aged 78 years,29
E02000393,Hammersmith and Fulham 022,79,Aged 79 years,26
E02000393,Hammersmith and Fulham 022,80,Aged 80 years,24
E02000393,Hammersmith and Fulham 022,81,Aged 81 years,12
E02000393,Hammersmith and Fulham 022,82,Aged 82 years,15
E02000393,Hammersmith and Fulham 022,83,Aged 83 years,12
E02000393,Hammersmith and Fulham 022,84,Aged 84 years,15
E02000393,Hammersmith and Fulham 022,85,Aged 85 years,12
E02000393,Hammersmith and Fulham 022,86,Aged 86 years,7
E02000393,Hammersmith and Fulham 022,87,Aged 87 years,6
E02000393,Hammersmith and Fulham 022,88,Aged 88 years,7
E02000393,Hammersmith and Fulham 022,89,Aged 89 years,6
E02000393,Hammersmith and Fulham 022,90,Aged 90 years,4
E02000393,Hammersmith and Fulham 022,91,Aged 91 years,5
E02000393,Hammersmith and Fulham 022,92,Aged 92 years,5
E02000393,Hammersmith and Fulham 022,93,Aged 93 years,6
E02000393,Hammersmith and Fulham 022,94,Aged 94 years,2
E02000393,Hammersmith and Fulham 022,95,Aged 95 years,1
E02000393,Hammersmith and Fulham 022,96,Aged 96 years,1
E02000393,Hammersmith and Fulham 022,97,Aged 97 years,0
E02000393,Hammersmith and Fulham 022,98,Aged 98 years,0
E02000393,Hammersmith and Fulham 022,99,Aged 99 years,0
E02000393,Hammersmith and Fulham 022,100,Aged 100 years and over,2
E02000394,Hammersmith and Fulham 023,0,Aged under 1 year,122
E02000394,Hammersmith and Fulham 023,1,Aged 1 year,140
E02000394,Hammersmith and Fulham 023,2,Aged 2 years,96
E02000394,Hammersmith and Fulham 023,3,Aged 3 years,120
E02000394,Hammersmith and Fulham 023,4,Aged 4 years,101
E02000394,Hammersmith and Fulham 023,5,Aged 5 years,90
E02000394,Hammersmith and Fulham 023,6,Aged 6 years,98
E02000394,Hammersmith and Fulham 023,7,Aged 7 years,97
E02000394,Hammersmith and Fulham 023,8,Aged 8 years,103
E02000394,Hammersmith and Fulham 023,9,Aged 9 years,97
E02000394,Hammersmith and Fulham 023,10,Aged 10 years,79
E02000394,Hammersmith and Fulham 023,11,Aged 11 years,93
E02000394,Hammersmith and Fulham 023,12,Aged 12 years,76
E02000394,Hammersmith and Fulham 023,13,Aged 13 years,83
E02000394,Hammersmith and Fulham 023,14,Aged 14 years,75
E02000394,Hammersmith and Fulham 023,15,Aged 15 years,87
E02000394,Hammersmith and Fulham 023,16,Aged 16 years,88
E02000394,Hammersmith and Fulham 023,17,Aged 17 years,79
E02000394,Hammersmith and Fulham 023,18,Aged 18 years,78
E02000394,Hammersmith and Fulham 023,19,Aged 19 years,80
E02000394,Hammersmith and Fulham 023,20,Aged 20 years,93
E02000394,Hammersmith and Fulham 023,21,Aged 21 years,109
E02000394,Hammersmith and Fulham 023,22,Aged 22 years,122
E02000394,Hammersmith and Fulham 023,23,Aged 23 years,193
E02000394,Hammersmith and Fulham 023,24,Aged 24 years,218
E02000394,Hammersmith and Fulham 023,25,Aged 25 years,251
E02000394,Hammersmith and Fulham 023,26,Aged 26 years,265
E02000394,Hammersmith and Fulham 023,27,Aged 27 years,257
E02000394,Hammersmith and Fulham 023,28,Aged 28 years,209
E02000394,Hammersmith and Fulham 023,29,Aged 29 years,224
E02000394,Hammersmith and Fulham 023,30,Aged 30 years,236
E02000394,Hammersmith and Fulham 023,31,Aged 31 years,256
E02000394,Hammersmith and Fulham 023,32,Aged 32 years,193
E02000394,Hammersmith and Fulham 023,33,Aged 33 years,218
E02000394,Hammersmith and Fulham 023,34,Aged 34 years,219
E02000394,Hammersmith and Fulham 023,35,Aged 35 years,199
E02000394,Hammersmith and Fulham 023,36,Aged 36 years,162
E02000394,Hammersmith and Fulham 023,37,Aged 37 years,161
E02000394,Hammersmith and Fulham 023,38,Aged 38 years,150
E02000394,Hammersmith and Fulham 023,39,Aged 39 years,165
E02000394,Hammersmith and Fulham 023,40,Aged 40 years,166
E02000394,Hammersmith and Fulham 023,41,Aged 41 years,146
E02000394,Hammersmith and Fulham 023,42,Aged 42 years,160
E02000394,Hammersmith and Fulham 023,43,Aged 43 years,151
E02000394,Hammersmith and Fulham 023,44,Aged 44 years,129
E02000394,Hammersmith and Fulham 023,45,Aged 45 years,127
E02000394,Hammersmith and Fulham 023,46,Aged 46 years,128
E02000394,Hammersmith and Fulham 023,47,Aged 47 years,113
E02000394,Hammersmith and Fulham 023,48,Aged 48 years,124
E02000394,Hammersmith and Fulham 023,49,Aged 49 years,104
E02000394,Hammersmith and Fulham 023,50,Aged 50 years,118
E02000394,Hammersmith and Fulham 023,51,Aged 51 years,105
E02000394,Hammersmith and Fulham 023,52,Aged 52 years,139
E02000394,Hammersmith and Fulham 023,53,Aged 53 years,110
E02000394,Hammersmith and Fulham 023,54,Aged 54 years,99
E02000394,Hammersmith and Fulham 023,55,Aged 55 years,121
E02000394,Hammersmith and Fulham 023,56,Aged 56 years,108
E02000394,Hammersmith and Fulham 023,57,Aged 57 years,75
E02000394,Hammersmith and Fulham 023,58,Aged 58 years,97
E02000394,Hammersmith and Fulham 023,59,Aged 59 years,77
E02000394,Hammersmith and Fulham 023,60,Aged 60 years,68
E02000394,Hammersmith and Fulham 023,61,Aged 61 years,61
E02000394,Hammersmith and Fulham 023,62,Aged 62 years,67
E02000394,Hammersmith and Fulham 023,63,Aged 63 years,68
E02000394,Hammersmith and Fulham 023,64,Aged 64 years,43
E02000394,Hammersmith and Fulham 023,65,Aged 65 years,54
E02000394,Hammersmith and Fulham 023,66,Aged 66 years,54
E02000394,Hammersmith and Fulham 023,67,Aged 67 years,54
E02000394,Hammersmith and Fulham 023,68,Aged 68 years,45
E02000394,Hammersmith and Fulham 023,69,Aged 69 years,42
E02000394,Hammersmith and Fulham 023,70,Aged 70 years,44
E02000394,Hammersmith and Fulham 023,71,Aged 71 years,42
E02000394,Hammersmith and Fulham 023,72,Aged 72 years,35
E02000394,Hammersmith and Fulham 023,73,Aged 73 years,40
E02000394,Hammersmith and Fulham 023,74,Aged 74 years,54
E02000394,Hammersmith and Fulham 023,75,Aged 75 years,44
E02000394,Hammersmith and Fulham 023,76,Aged 76 years,41
E02000394,Hammersmith and Fulham 023,77,Aged 77 years,26
E02000394,Hammersmith and Fulham 023,78,Aged 78 years,18
E02000394,Hammersmith and Fulham 023,79,Aged 79 years,16
E02000394,Hammersmith and Fulham 023,80,Aged 80 years,24
E02000394,Hammersmith and Fulham 023,81,Aged 81 years,31
E02000394,Hammersmith and Fulham 023,82,Aged 82 years,15
E02000394,Hammersmith and Fulham 023,83,Aged 83 years,14
E02000394,Hammersmith and Fulham 023,84,Aged 84 years,23
E02000394,Hammersmith and Fulham 023,85,Aged 85 years,9
E02000394,Hammersmith and Fulham 023,86,Aged 86 years,15
E02000394,Hammersmith and Fulham 023,87,Aged 87 years,11
E02000394,Hammersmith and Fulham 023,88,Aged 88 years,10
E02000394,Hammersmith and Fulham 023,89,Aged 89 years,5
E02000394,Hammersmith and Fulham 023,90,Aged 90 years,6
E02000394,Hammersmith and Fulham 023,91,Aged 91 years,9
E02000394,Hammersmith and Fulham 023,92,Aged 92 years,3
E02000394,Hammersmith and Fulham 023,93,Aged 93 years,4
E02000394,Hammersmith and Fulham 023,94,Aged 94 years,2
E02000394,Hammersmith and Fulham 023,95,Aged 95 years,2
E02000394,Hammersmith and Fulham 023,96,Aged 96 years,0
E02000394,Hammersmith and Fulham 023,97,Aged 97 years,0
E02000394,Hammersmith and Fulham 023,98,Aged 98 years,1
E02000394,Hammersmith and Fulham 023,99,Aged 99 years,0
E02000394,Hammersmith and Fulham 023,100,Aged 100 years and over,0
E02000395,Hammersmith and Fulham 024,0,Aged under 1 year,56
E02000395,Hammersmith and Fulham 024,1,Aged 1 year,53
E02000395,Hammersmith and Fulham 024,2,Aged 2 years,50
E02000395,Hammersmith and Fulham 024,3,Aged 3 years,50
E02000395,Hammersmith and Fulham 024,4,Aged 4 years,54
E02000395,Hammersmith and Fulham 024,5,Aged 5 years,55
E02000395,Hammersmith and Fulham 024,6,Aged 6 years,53
E02000395,Hammersmith and Fulham 024,7,Aged 7 years,47
E02000395,Hammersmith and Fulham 024,8,Aged 8 years,58
E02000395,Hammersmith and Fulham 024,9,Aged 9 years,47
E02000395,Hammersmith and Fulham 024,10,Aged 10 years,45
E02000395,Hammersmith and Fulham 024,11,Aged 11 years,52
E02000395,Hammersmith and Fulham 024,12,Aged 12 years,45
E02000395,Hammersmith and Fulham 024,13,Aged 13 years,50
E02000395,Hammersmith and Fulham 024,14,Aged 14 years,54
E02000395,Hammersmith and Fulham 024,15,Aged 15 years,34
E02000395,Hammersmith and Fulham 024,16,Aged 16 years,43
E02000395,Hammersmith and Fulham 024,17,Aged 17 years,40
E02000395,Hammersmith and Fulham 024,18,Aged 18 years,38
E02000395,Hammersmith and Fulham 024,19,Aged 19 years,35
E02000395,Hammersmith and Fulham 024,20,Aged 20 years,53
E02000395,Hammersmith and Fulham 024,21,Aged 21 years,66
E02000395,Hammersmith and Fulham 024,22,Aged 22 years,90
