Middle layer Super Output Areas Code,Middle layer Super Output Areas,Age (101 categories) Code,Age (101 categories),Observation
E02000323,Greenwich 011,90,Aged 90 years,3
E02000323,Greenwich 011,91,Aged 91 years,6
E02000323,Greenwich 011,92,Aged 92 years,7
E02000323,Greenwich 011,93,Aged 93 years,2
E02000323,Greenwich 011,94,Aged 94 years,5
E02000323,Greenwich 011,95,Aged 95 years,4
E02000323,Greenwich 011,96,Aged 96 years,2
E02000323,Greenwich 011,97,Aged 97 years,0
E02000323,Greenwich 011,98,Aged 98 years,2
E02000323,Greenwich 011,99,Aged 99 years,1
E02000323,Greenwich 011,100,Aged 100 years and over,0
E02000324,Greenwich 012,0,Aged under 1 year,94
E02000324,Greenwich 012,1,Aged 1 year,109
E02000324,Greenwich 012,2,Aged 2 years,102
E02000324,Greenwich 012,3,Aged 3 years,108
E02000324,Greenwich 012,4,Aged 4 years,102
E02000324,Greenwich 012,5,Aged 5 years,95
E02000324,Greenwich 012,6,Aged 6 years,108
E02000324,Greenwich 012,7,Aged 7 years,115
E02000324,Greenwich 012,8,Aged 8 years,127
E02000324,Greenwich 012,9,Aged 9 years,130
E02000324,Greenwich 012,10,Aged 10 years,105
E02000324,Greenwich 012,11,Aged 11 years,107
E02000324,Greenwich 012,12,Aged 12 years,112
E02000324,Greenwich 012,13,Aged 13 years,110
E02000324,Greenwich 012,14,Aged 14 years,117
E02000324,Greenwich 012,15,Aged 15 years,105
E02000324,Greenwich 012,16,Aged 16 years,95
E02000324,Greenwich 012,17,Aged 17 years,130
E02000324,Greenwich 012,18,Aged 18 years,90
E02000324,Greenwich 012,19,Aged 19 years,100
E02000324,Greenwich 012,20,Aged 20 years,71
E02000324,Greenwich 012,21,Aged 21 years,89
E02000324,Greenwich 012,22,Aged 22 years,130
E02000324,Greenwich 012,23,Aged 23 years,89
E02000324,Greenwich 012,24,Aged 24 years,109
E02000324,Greenwich 012,25,Aged 25 years,127
E02000324,Greenwich 012,26,Aged 26 years,108
E02000324,Greenwich 012,27,Aged 27 years,142
E02000324,Greenwich 012,28,Aged 28 years,102
E02000324,Greenwich 012,29,Aged 29 years,109
E02000324,Greenwich 012,30,Aged 30 years,125
E02000324,Greenwich 012,31,Aged 31 years,133
E02000324,Greenwich 012,32,Aged 32 years,126
E02000324,Greenwich 012,33,Aged 33 years,115
E02000324,Greenwich 012,34,Aged 34 years,129
E02000324,Greenwich 012,35,Aged 35 years,122
E02000324,Greenwich 012,36,Aged 36 years,125
E02000324,Greenwich 012,37,Aged 37 years,109
E02000324,Greenwich 012,38,Aged 38 years,139
E02000324,Greenwich 012,39,Aged 39 years,105
E02000324,Greenwich 012,40,Aged 40 years,138
E02000324,Greenwich 012,41,Aged 41 years,128
E02000324,Greenwich 012,42,Aged 42 years,117
E02000324,Greenwich 012,43,Aged 43 years,118
E02000324,Greenwich 012,44,Aged 44 years,80
E02000324,Greenwich 012,45,Aged 45 years,134
E02000324,Greenwich 012,46,Aged 46 years,130
E02000324,Greenwich 012,47,Aged 47 years,103
E02000324,Greenwich 012,48,Aged 48 years,82
E02000324,Greenwich 012,49,Aged 49 years,137
E02000324,Greenwich 012,50,Aged 50 years,123
E02000324,Greenwich 012,51,Aged 51 years,84
E02000324,Greenwich 012,52,Aged 52 years,99
E02000324,Greenwich 012,53,Aged 53 years,122
E02000324,Greenwich 012,54,Aged 54 years,101
E02000324,Greenwich 012,55,Aged 55 years,94
E02000324,Greenwich 012,56,Aged 56 years,81
E02000324,Greenwich 012,57,Aged 57 years,76
E02000324,Greenwich 012,58,Aged 58 years,70
E02000324,Greenwich 012,59,Aged 59 years,101
E02000324,Greenwich 012,60,Aged 60 years,91
E02000324,Greenwich 012,61,Aged 61 years,89
E02000324,Greenwich 012,62,Aged 62 years,62
E02000324,Greenwich 012,63,Aged 63 years,76
E02000324,Greenwich 012,64,Aged 64 years,77
E02000324,Greenwich 012,65,Aged 65 years,63
E02000324,Greenwich 012,66,Aged 66 years,60
E02000324,Greenwich 012,67,Aged 67 years,51
E02000324,Greenwich 012,68,Aged 68 years,58
E02000324,Greenwich 012,69,Aged 69 years,39
E02000324,Greenwich 012,70,Aged 70 years,54
E02000324,Greenwich 012,71,Aged 71 years,36
E02000324,Greenwich 012,72,Aged 72 years,48
E02000324,Greenwich 012,73,Aged 73 years,42
E02000324,Greenwich 012,74,Aged 74 years,40
E02000324,Greenwich 012,75,Aged 75 years,26
E02000324,Greenwich 012,76,Aged 76 years,32
E02000324,Greenwich 012,77,Aged 77 years,41
E02000324,Greenwich 012,78,Aged 78 years,32
E02000324,Greenwich 012,79,Aged 79 years,28
E02000324,Greenwich 012,80,Aged 80 years,19
E02000324,Greenwich 012,81,Aged 81 years,30
E02000324,Greenwich 012,82,Aged 82 years,25
E02000324,Greenwich 012,83,Aged 83 years,22
E02000324,Greenwich 012,84,Aged 84 years,16
E02000324,Greenwich 012,85,Aged 85 years,25
E02000324,Greenwich 012,86,Aged 86 years,19
E02000324,Greenwich 012,87,Aged 87 years,13
E02000324,Greenwich 012,88,Aged 88 years,14
E02000324,Greenwich 012,89,Aged 89 years,7
E02000324,Greenwich 012,90,Aged 90 years,10
E02000324,Greenwich 012,91,Aged 91 years,9
E02000324,Greenwich 012,92,Aged 92 years,4
E02000324,Greenwich 012,93,Aged 93 years,6
E02000324,Greenwich 012,94,Aged 94 years,7
E02000324,Greenwich 012,95,Aged 95 years,2
E02000324,Greenwich 012,96,Aged 96 years,1
E02000324,Greenwich 012,97,Aged 97 years,1
E02000324,Greenwich 012,98,Aged 98 years,1
E02000324,Greenwich 012,99,Aged 99 years,1
E02000324,Greenwich 012,100,Aged 100 years and over,0
E02000326,Greenwich 014,0,Aged under 1 year,90
E02000326,Greenwich 014,1,Aged 1 year,79
E02000326,Greenwich 014,2,Aged 2 years,99
E02000326,Greenwich 014,3,Aged 3 years,102
E02000326,Greenwich 014,4,Aged 4 years,110
E02000326,Greenwich 014,5,Aged 5 years,92
E02000326,Greenwich 014,6,Aged 6 years,107
E02000326,Greenwich 014,7,Aged 7 years,98
E02000326,Greenwich 014,8,Aged 8 years,107
E02000326,Greenwich 014,9,Aged 9 years,97
E02000326,Greenwich 014,10,Aged 10 years,103
E02000326,Greenwich 014,11,Aged 11 years,91
E02000326,Greenwich 014,12,Aged 12 years,87
E02000326,Greenwich 014,13,Aged 13 years,89
E02000326,Greenwich 014,14,Aged 14 years,91
E02000326,Greenwich 014,15,Aged 15 years,76
E02000326,Greenwich 014,16,Aged 16 years,64
E02000326,Greenwich 014,17,Aged 17 years,67
E02000326,Greenwich 014,18,Aged 18 years,65
E02000326,Greenwich 014,19,Aged 19 years,48
E02000326,Greenwich 014,20,Aged 20 years,60
E02000326,Greenwich 014,21,Aged 21 years,66
E02000326,Greenwich 014,22,Aged 22 years,86
E02000326,Greenwich 014,23,Aged 23 years,71
E02000326,Greenwich 014,24,Aged 24 years,75
E02000326,Greenwich 014,25,Aged 25 years,87
E02000326,Greenwich 014,26,Aged 26 years,115
E02000326,Greenwich 014,27,Aged 27 years,120
E02000326,Greenwich 014,28,Aged 28 years,159
E02000326,Greenwich 014,29,Aged 29 years,162
E02000326,Greenwich 014,30,Aged 30 years,130
E02000326,Greenwich 014,31,Aged 31 years,172
E02000326,Greenwich 014,32,Aged 32 years,118
E02000326,Greenwich 014,33,Aged 33 years,237
E02000326,Greenwich 014,34,Aged 34 years,130
E02000326,Greenwich 014,35,Aged 35 years,158
E02000326,Greenwich 014,36,Aged 36 years,130
E02000326,Greenwich 014,37,Aged 37 years,162
E02000326,Greenwich 014,38,Aged 38 years,197
E02000326,Greenwich 014,39,Aged 39 years,122
E02000326,Greenwich 014,40,Aged 40 years,189
E02000326,Greenwich 014,41,Aged 41 years,140
E02000326,Greenwich 014,42,Aged 42 years,131
E02000326,Greenwich 014,43,Aged 43 years,123
E02000326,Greenwich 014,44,Aged 44 years,114
E02000326,Greenwich 014,45,Aged 45 years,131
E02000326,Greenwich 014,46,Aged 46 years,120
E02000326,Greenwich 014,47,Aged 47 years,143
E02000326,Greenwich 014,48,Aged 48 years,109
E02000326,Greenwich 014,49,Aged 49 years,125
E02000326,Greenwich 014,50,Aged 50 years,120
E02000326,Greenwich 014,51,Aged 51 years,103
E02000326,Greenwich 014,52,Aged 52 years,102
E02000326,Greenwich 014,53,Aged 53 years,115
E02000326,Greenwich 014,54,Aged 54 years,138
E02000326,Greenwich 014,55,Aged 55 years,87
E02000326,Greenwich 014,56,Aged 56 years,95
E02000326,Greenwich 014,57,Aged 57 years,95
E02000326,Greenwich 014,58,Aged 58 years,84
E02000326,Greenwich 014,59,Aged 59 years,74
E02000326,Greenwich 014,60,Aged 60 years,111
E02000326,Greenwich 014,61,Aged 61 years,61
E02000326,Greenwich 014,62,Aged 62 years,62
E02000326,Greenwich 014,63,Aged 63 years,76
E02000326,Greenwich 014,64,Aged 64 years,46
E02000326,Greenwich 014,65,Aged 65 years,67
E02000326,Greenwich 014,66,Aged 66 years,47
E02000326,Greenwich 014,67,Aged 67 years,45
E02000326,Greenwich 014,68,Aged 68 years,40
E02000326,Greenwich 014,69,Aged 69 years,45
E02000326,Greenwich 014,70,Aged 70 years,39
E02000326,Greenwich 014,71,Aged 71 years,51
E02000326,Greenwich 014,72,Aged 72 years,45
E02000326,Greenwich 014,73,Aged 73 years,44
E02000326,Greenwich 014,74,Aged 74 years,42
E02000326,Greenwich 014,75,Aged 75 years,32
E02000326,Greenwich 014,76,Aged 76 years,40
E02000326,Greenwich 014,77,Aged 77 years,24
E02000326,Greenwich 014,78,Aged 78 years,17
E02000326,Greenwich 014,79,Aged 79 years,31
E02000326,Greenwich 014,80,Aged 80 years,18
E02000326,Greenwich 014,81,Aged 81 years,22
E02000326,Greenwich 014,82,Aged 82 years,14
E02000326,Greenwich 014,83,Aged 83 years,18
E02000326,Greenwich 014,84,Aged 84 years,15
E02000326,Greenwich 014,85,Aged 85 years,16
E02000326,Greenwich 014,86,Aged 86 years,17
E02000326,Greenwich 014,87,Aged 87 years,8
E02000326,Greenwich 014,88,Aged 88 years,7
E02000326,Greenwich 014,89,Aged 89 years,9
E02000326,Greenwich 014,90,Aged 90 years,7
E02000326,Greenwich 014,91,Aged 91 years,5
E02000326,Greenwich 014,92,Aged 92 years,2
E02000326,Greenwich 014,93,Aged 93 years,3
E02000326,Greenwich 014,94,Aged 94 years,4
E02000326,Greenwich 014,95,Aged 95 years,0
E02000326,Greenwich 014,96,Aged 96 years,0
E02000326,Greenwich 014,97,Aged 97 years,0
E02000326,Greenwich 014,98,Aged 98 years,1
E02000326,Greenwich 014,99,Aged 99 years,0
E02000326,Greenwich 014,100,Aged 100 years and over,2
E02000327,Greenwich 015,0,Aged under 1 year,95
E02000327,Greenwich 015,1,Aged 1 year,106
E02000327,Greenwich 015,2,Aged 2 years,93
E02000327,Greenwich 015,3,Aged 3 years,89
E02000327,Greenwich 015,4,Aged 4 years,110
E02000327,Greenwich 015,5,Aged 5 years,91
E02000327,Greenwich 015,6,Aged 6 years,107
E02000327,Greenwich 015,7,Aged 7 years,88
E02000327,Greenwich 015,8,Aged 8 years,77
E02000327,Greenwich 015,9,Aged 9 years,102
E02000327,Greenwich 015,10,Aged 10 years,83
E02000327,Greenwich 015,11,Aged 11 years,84
E02000327,Greenwich 015,12,Aged 12 years,75
E02000327,Greenwich 015,13,Aged 13 years,102
E02000327,Greenwich 015,14,Aged 14 years,91
E02000327,Greenwich 015,15,Aged 15 years,100
E02000327,Greenwich 015,16,Aged 16 years,81
E02000327,Greenwich 015,17,Aged 17 years,100
E02000327,Greenwich 015,18,Aged 18 years,76
E02000327,Greenwich 015,19,Aged 19 years,80
E02000327,Greenwich 015,20,Aged 20 years,55
E02000327,Greenwich 015,21,Aged 21 years,85
E02000327,Greenwich 015,22,Aged 22 years,109
E02000327,Greenwich 015,23,Aged 23 years,105
E02000327,Greenwich 015,24,Aged 24 years,111
E02000327,Greenwich 015,25,Aged 25 years,120
E02000327,Greenwich 015,26,Aged 26 years,90
E02000327,Greenwich 015,27,Aged 27 years,133
E02000327,Greenwich 015,28,Aged 28 years,126
E02000327,Greenwich 015,29,Aged 29 years,124
E02000327,Greenwich 015,30,Aged 30 years,120
E02000327,Greenwich 015,31,Aged 31 years,113
E02000327,Greenwich 015,32,Aged 32 years,121
E02000327,Greenwich 015,33,Aged 33 years,145
E02000327,Greenwich 015,34,Aged 34 years,134
E02000327,Greenwich 015,35,Aged 35 years,117
E02000327,Greenwich 015,36,Aged 36 years,109
E02000327,Greenwich 015,37,Aged 37 years,137
E02000327,Greenwich 015,38,Aged 38 years,92
E02000327,Greenwich 015,39,Aged 39 years,126
E02000327,Greenwich 015,40,Aged 40 years,82
E02000327,Greenwich 015,41,Aged 41 years,104
E02000327,Greenwich 015,42,Aged 42 years,103
E02000327,Greenwich 015,43,Aged 43 years,120
E02000327,Greenwich 015,44,Aged 44 years,88
E02000327,Greenwich 015,45,Aged 45 years,78
E02000327,Greenwich 015,46,Aged 46 years,84
E02000327,Greenwich 015,47,Aged 47 years,96
E02000327,Greenwich 015,48,Aged 48 years,102
E02000327,Greenwich 015,49,Aged 49 years,106
E02000327,Greenwich 015,50,Aged 50 years,80
E02000327,Greenwich 015,51,Aged 51 years,76
E02000327,Greenwich 015,52,Aged 52 years,72
E02000327,Greenwich 015,53,Aged 53 years,131
E02000327,Greenwich 015,54,Aged 54 years,91
E02000327,Greenwich 015,55,Aged 55 years,89
E02000327,Greenwich 015,56,Aged 56 years,82
E02000327,Greenwich 015,57,Aged 57 years,69
E02000327,Greenwich 015,58,Aged 58 years,60
E02000327,Greenwich 015,59,Aged 59 years,74
E02000327,Greenwich 015,60,Aged 60 years,62
E02000327,Greenwich 015,61,Aged 61 years,50
E02000327,Greenwich 015,62,Aged 62 years,78
E02000327,Greenwich 015,63,Aged 63 years,36
E02000327,Greenwich 015,64,Aged 64 years,45
E02000327,Greenwich 015,65,Aged 65 years,40
E02000327,Greenwich 015,66,Aged 66 years,39
E02000327,Greenwich 015,67,Aged 67 years,37
E02000327,Greenwich 015,68,Aged 68 years,33
E02000327,Greenwich 015,69,Aged 69 years,30
E02000327,Greenwich 015,70,Aged 70 years,20
E02000327,Greenwich 015,71,Aged 71 years,31
E02000327,Greenwich 015,72,Aged 72 years,24
E02000327,Greenwich 015,73,Aged 73 years,22
E02000327,Greenwich 015,74,Aged 74 years,25
E02000327,Greenwich 015,75,Aged 75 years,14
E02000327,Greenwich 015,76,Aged 76 years,16
E02000327,Greenwich 015,77,Aged 77 years,14
E02000327,Greenwich 015,78,Aged 78 years,19
E02000327,Greenwich 015,79,Aged 79 years,6
E02000327,Greenwich 015,80,Aged 80 years,14
E02000327,Greenwich 015,81,Aged 81 years,9
E02000327,Greenwich 015,82,Aged 82 years,5
E02000327,Greenwich 015,83,Aged 83 years,9
E02000327,Greenwich 015,84,Aged 84 years,12
E02000327,Greenwich 015,85,Aged 85 years,10
E02000327,Greenwich 015,86,Aged 86 years,1
E02000327,Greenwich 015,87,Aged 87 years,7
E02000327,Greenwich 015,88,Aged 88 years,6
E02000327,Greenwich 015,89,Aged 89 years,6
E02000327,Greenwich 015,90,Aged 90 years,1
E02000327,Greenwich 015,91,Aged 91 years,4
E02000327,Greenwich 015,92,Aged 92 years,3
E02000327,Greenwich 015,93,Aged 93 years,0
E02000327,Greenwich 015,94,Aged 94 years,1
E02000327,Greenwich 015,95,Aged 95 years,0
E02000327,Greenwich 015,96,Aged 96 years,0
E02000327,Greenwich 015,97,Aged 97 years,2
E02000327,Greenwich 015,98,Aged 98 years,0
E02000327,Greenwich 015,99,Aged 99 years,0
E02000327,Greenwich 015,100,Aged 100 years and over,0
E02000328,Greenwich 016,0,Aged under 1 year,74
E02000328,Greenwich 016,1,Aged 1 year,66
E02000328,Greenwich 016,2,Aged 2 years,59
E02000328,Greenwich 016,3,Aged 3 years,96
E02000328,Greenwich 016,4,Aged 4 years,65
E02000328,Greenwich 016,5,Aged 5 years,68
E02000328,Greenwich 016,6,Aged 6 years,81
E02000328,Greenwich 016,7,Aged 7 years,79
E02000328,Greenwich 016,8,Aged 8 years,70
E02000328,Greenwich 016,9,Aged 9 years,69
E02000328,Greenwich 016,10,Aged 10 years,60
E02000328,Greenwich 016,11,Aged 11 years,65
E02000328,Greenwich 016,12,Aged 12 years,75
E02000328,Greenwich 016,13,Aged 13 years,80
E02000328,Greenwich 016,14,Aged 14 years,73
E02000328,Greenwich 016,15,Aged 15 years,78
E02000328,Greenwich 016,16,Aged 16 years,70
E02000328,Greenwich 016,17,Aged 17 years,65
E02000328,Greenwich 016,18,Aged 18 years,37
E02000328,Greenwich 016,19,Aged 19 years,36
E02000328,Greenwich 016,20,Aged 20 years,29
E02000328,Greenwich 016,21,Aged 21 years,45
E02000328,Greenwich 016,22,Aged 22 years,42
E02000328,Greenwich 016,23,Aged 23 years,61
E02000328,Greenwich 016,24,Aged 24 years,81
E02000328,Greenwich 016,25,Aged 25 years,78
E02000328,Greenwich 016,26,Aged 26 years,77
E02000328,Greenwich 016,27,Aged 27 years,105
E02000328,Greenwich 016,28,Aged 28 years,100
E02000328,Greenwich 016,29,Aged 29 years,134
E02000328,Greenwich 016,30,Aged 30 years,116
E02000328,Greenwich 016,31,Aged 31 years,132
E02000328,Greenwich 016,32,Aged 32 years,129
E02000328,Greenwich 016,33,Aged 33 years,124
E02000328,Greenwich 016,34,Aged 34 years,107
E02000328,Greenwich 016,35,Aged 35 years,108
E02000328,Greenwich 016,36,Aged 36 years,117
E02000328,Greenwich 016,37,Aged 37 years,117
E02000328,Greenwich 016,38,Aged 38 years,96
E02000328,Greenwich 016,39,Aged 39 years,85
E02000328,Greenwich 016,40,Aged 40 years,110
E02000328,Greenwich 016,41,Aged 41 years,128
E02000328,Greenwich 016,42,Aged 42 years,105
E02000328,Greenwich 016,43,Aged 43 years,108
E02000328,Greenwich 016,44,Aged 44 years,103
E02000328,Greenwich 016,45,Aged 45 years,103
E02000328,Greenwich 016,46,Aged 46 years,97
E02000328,Greenwich 016,47,Aged 47 years,102
E02000328,Greenwich 016,48,Aged 48 years,110
E02000328,Greenwich 016,49,Aged 49 years,145
E02000328,Greenwich 016,50,Aged 50 years,115
E02000328,Greenwich 016,51,Aged 51 years,88
E02000328,Greenwich 016,52,Aged 52 years,97
E02000328,Greenwich 016,53,Aged 53 years,96
E02000328,Greenwich 016,54,Aged 54 years,78
E02000328,Greenwich 016,55,Aged 55 years,74
E02000328,Greenwich 016,56,Aged 56 years,91
E02000328,Greenwich 016,57,Aged 57 years,71
E02000328,Greenwich 016,58,Aged 58 years,72
E02000328,Greenwich 016,59,Aged 59 years,78
E02000328,Greenwich 016,60,Aged 60 years,55
E02000328,Greenwich 016,61,Aged 61 years,86
E02000328,Greenwich 016,62,Aged 62 years,78
E02000328,Greenwich 016,63,Aged 63 years,81
E02000328,Greenwich 016,64,Aged 64 years,63
E02000328,Greenwich 016,65,Aged 65 years,49
E02000328,Greenwich 016,66,Aged 66 years,71
E02000328,Greenwich 016,67,Aged 67 years,44
E02000328,Greenwich 016,68,Aged 68 years,58
E02000328,Greenwich 016,69,Aged 69 years,53
E02000328,Greenwich 016,70,Aged 70 years,48
E02000328,Greenwich 016,71,Aged 71 years,62
E02000328,Greenwich 016,72,Aged 72 years,40
E02000328,Greenwich 016,73,Aged 73 years,52
E02000328,Greenwich 016,74,Aged 74 years,44
E02000328,Greenwich 016,75,Aged 75 years,39
E02000328,Greenwich 016,76,Aged 76 years,44
E02000328,Greenwich 016,77,Aged 77 years,34
E02000328,Greenwich 016,78,Aged 78 years,30
E02000328,Greenwich 016,79,Aged 79 years,28
E02000328,Greenwich 016,80,Aged 80 years,26
E02000328,Greenwich 016,81,Aged 81 years,28
E02000328,Greenwich 016,82,Aged 82 years,23
E02000328,Greenwich 016,83,Aged 83 years,10
E02000328,Greenwich 016,84,Aged 84 years,15
E02000328,Greenwich 016,85,Aged 85 years,11
E02000328,Greenwich 016,86,Aged 86 years,14
E02000328,Greenwich 016,87,Aged 87 years,12
E02000328,Greenwich 016,88,Aged 88 years,21
E02000328,Greenwich 016,89,Aged 89 years,23
E02000328,Greenwich 016,90,Aged 90 years,11
E02000328,Greenwich 016,91,Aged 91 years,9
E02000328,Greenwich 016,92,Aged 92 years,6
E02000328,Greenwich 016,93,Aged 93 years,4
E02000328,Greenwich 016,94,Aged 94 years,7
E02000328,Greenwich 016,95,Aged 95 years,4
E02000328,Greenwich 016,96,Aged 96 years,1
E02000328,Greenwich 016,97,Aged 97 years,0
E02000328,Greenwich 016,98,Aged 98 years,2
E02000328,Greenwich 016,99,Aged 99 years,2
E02000328,Greenwich 016,100,Aged 100 years and over,1
E02000329,Greenwich 017,0,Aged under 1 year,86
E02000329,Greenwich 017,1,Aged 1 year,90
E02000329,Greenwich 017,2,Aged 2 years,83
E02000329,Greenwich 017,3,Aged 3 years,71
E02000329,Greenwich 017,4,Aged 4 years,89
E02000329,Greenwich 017,5,Aged 5 years,75
E02000329,Greenwich 017,6,Aged 6 years,83
E02000329,Greenwich 017,7,Aged 7 years,88
E02000329,Greenwich 017,8,Aged 8 years,88
E02000329,Greenwich 017,9,Aged 9 years,71
E02000329,Greenwich 017,10,Aged 10 years,77
E02000329,Greenwich 017,11,Aged 11 years,74
E02000329,Greenwich 017,12,Aged 12 years,89
E02000329,Greenwich 017,13,Aged 13 years,82
E02000329,Greenwich 017,14,Aged 14 years,81
E02000329,Greenwich 017,15,Aged 15 years,75
E02000329,Greenwich 017,16,Aged 16 years,93
E02000329,Greenwich 017,17,Aged 17 years,57
E02000329,Greenwich 017,18,Aged 18 years,58
E02000329,Greenwich 017,19,Aged 19 years,58
E02000329,Greenwich 017,20,Aged 20 years,72
E02000329,Greenwich 017,21,Aged 21 years,64
E02000329,Greenwich 017,22,Aged 22 years,59
E02000329,Greenwich 017,23,Aged 23 years,65
E02000329,Greenwich 017,24,Aged 24 years,68
E02000329,Greenwich 017,25,Aged 25 years,88
E02000329,Greenwich 017,26,Aged 26 years,76
E02000329,Greenwich 017,27,Aged 27 years,73
E02000329,Greenwich 017,28,Aged 28 years,65
E02000329,Greenwich 017,29,Aged 29 years,107
E02000329,Greenwich 017,30,Aged 30 years,89
E02000329,Greenwich 017,31,Aged 31 years,81
E02000329,Greenwich 017,32,Aged 32 years,95
E02000329,Greenwich 017,33,Aged 33 years,86
E02000329,Greenwich 017,34,Aged 34 years,89
E02000329,Greenwich 017,35,Aged 35 years,75
E02000329,Greenwich 017,36,Aged 36 years,102
E02000329,Greenwich 017,37,Aged 37 years,81
E02000329,Greenwich 017,38,Aged 38 years,92
E02000329,Greenwich 017,39,Aged 39 years,104
E02000329,Greenwich 017,40,Aged 40 years,104
E02000329,Greenwich 017,41,Aged 41 years,113
E02000329,Greenwich 017,42,Aged 42 years,91
E02000329,Greenwich 017,43,Aged 43 years,100
E02000329,Greenwich 017,44,Aged 44 years,85
E02000329,Greenwich 017,45,Aged 45 years,70
E02000329,Greenwich 017,46,Aged 46 years,93
E02000329,Greenwich 017,47,Aged 47 years,69
E02000329,Greenwich 017,48,Aged 48 years,85
E02000329,Greenwich 017,49,Aged 49 years,101
E02000329,Greenwich 017,50,Aged 50 years,88
E02000329,Greenwich 017,51,Aged 51 years,81
E02000329,Greenwich 017,52,Aged 52 years,89
E02000329,Greenwich 017,53,Aged 53 years,101
E02000329,Greenwich 017,54,Aged 54 years,106
E02000329,Greenwich 017,55,Aged 55 years,90
E02000329,Greenwich 017,56,Aged 56 years,97
E02000329,Greenwich 017,57,Aged 57 years,76
E02000329,Greenwich 017,58,Aged 58 years,87
E02000329,Greenwich 017,59,Aged 59 years,74
E02000329,Greenwich 017,60,Aged 60 years,74
E02000329,Greenwich 017,61,Aged 61 years,85
E02000329,Greenwich 017,62,Aged 62 years,74
E02000329,Greenwich 017,63,Aged 63 years,82
E02000329,Greenwich 017,64,Aged 64 years,59
E02000329,Greenwich 017,65,Aged 65 years,107
E02000329,Greenwich 017,66,Aged 66 years,58
E02000329,Greenwich 017,67,Aged 67 years,59
E02000329,Greenwich 017,68,Aged 68 years,55
E02000329,Greenwich 017,69,Aged 69 years,50
E02000329,Greenwich 017,70,Aged 70 years,46
E02000329,Greenwich 017,71,Aged 71 years,41
E02000329,Greenwich 017,72,Aged 72 years,38
E02000329,Greenwich 017,73,Aged 73 years,44
E02000329,Greenwich 017,74,Aged 74 years,37
E02000329,Greenwich 017,75,Aged 75 years,48
E02000329,Greenwich 017,76,Aged 76 years,32
E02000329,Greenwich 017,77,Aged 77 years,40
E02000329,Greenwich 017,78,Aged 78 years,29
E02000329,Greenwich 017,79,Aged 79 years,41
E02000329,Greenwich 017,80,Aged 80 years,37
E02000329,Greenwich 017,81,Aged 81 years,24
E02000329,Greenwich 017,82,Aged 82 years,15
E02000329,Greenwich 017,83,Aged 83 years,16
E02000329,Greenwich 017,84,Aged 84 years,22
E02000329,Greenwich 017,85,Aged 85 years,23
E02000329,Greenwich 017,86,Aged 86 years,18
E02000329,Greenwich 017,87,Aged 87 years,16
E02000329,Greenwich 017,88,Aged 88 years,10
E02000329,Greenwich 017,89,Aged 89 years,10
E02000329,Greenwich 017,90,Aged 90 years,7
E02000329,Greenwich 017,91,Aged 91 years,8
E02000329,Greenwich 017,92,Aged 92 years,5
E02000329,Greenwich 017,93,Aged 93 years,6
E02000329,Greenwich 017,94,Aged 94 years,4
E02000329,Greenwich 017,95,Aged 95 years,3
E02000329,Greenwich 017,96,Aged 96 years,3
E02000329,Greenwich 017,97,Aged 97 years,1
E02000329,Greenwich 017,98,Aged 98 years,4
E02000329,Greenwich 017,99,Aged 99 years,0
E02000329,Greenwich 017,100,Aged 100 years and over,0
E02000331,Greenwich 019,0,Aged under 1 year,98
E02000331,Greenwich 019,1,Aged 1 year,134
E02000331,Greenwich 019,2,Aged 2 years,107
E02000331,Greenwich 019,3,Aged 3 years,119
E02000331,Greenwich 019,4,Aged 4 years,112
E02000331,Greenwich 019,5,Aged 5 years,109
E02000331,Greenwich 019,6,Aged 6 years,115
E02000331,Greenwich 019,7,Aged 7 years,112
E02000331,Greenwich 019,8,Aged 8 years,115
E02000331,Greenwich 019,9,Aged 9 years,98
E02000331,Greenwich 019,10,Aged 10 years,141
E02000331,Greenwich 019,11,Aged 11 years,93
E02000331,Greenwich 019,12,Aged 12 years,95
E02000331,Greenwich 019,13,Aged 13 years,97
E02000331,Greenwich 019,14,Aged 14 years,116
E02000331,Greenwich 019,15,Aged 15 years,93
E02000331,Greenwich 019,16,Aged 16 years,114
E02000331,Greenwich 019,17,Aged 17 years,107
E02000331,Greenwich 019,18,Aged 18 years,86
E02000331,Greenwich 019,19,Aged 19 years,81
E02000331,Greenwich 019,20,Aged 20 years,83
E02000331,Greenwich 019,21,Aged 21 years,100
E02000331,Greenwich 019,22,Aged 22 years,84
E02000331,Greenwich 019,23,Aged 23 years,95
E02000331,Greenwich 019,24,Aged 24 years,116
E02000331,Greenwich 019,25,Aged 25 years,124
E02000331,Greenwich 019,26,Aged 26 years,109
E02000331,Greenwich 019,27,Aged 27 years,109
E02000331,Greenwich 019,28,Aged 28 years,129
E02000331,Greenwich 019,29,Aged 29 years,178
E02000331,Greenwich 019,30,Aged 30 years,133
E02000331,Greenwich 019,31,Aged 31 years,151
E02000331,Greenwich 019,32,Aged 32 years,152
E02000331,Greenwich 019,33,Aged 33 years,140
E02000331,Greenwich 019,34,Aged 34 years,141
E02000331,Greenwich 019,35,Aged 35 years,146
E02000331,Greenwich 019,36,Aged 36 years,148
E02000331,Greenwich 019,37,Aged 37 years,165
E02000331,Greenwich 019,38,Aged 38 years,160
E02000331,Greenwich 019,39,Aged 39 years,145
E02000331,Greenwich 019,40,Aged 40 years,143
